agent_id,agent_group,institution_choice,mean_prop,median_prop,std_prop,zero_share,baseline_prop_r1_4,late_prop_r20_30,mean_reputation,min_reputation,n_bad_rep_rounds,n_gossip_target_rounds,mean_delta_prop_after_gossip,mean_delta_prop_after_bad_rep,top_motifs,shock_deltas,adaptation_flag
10,developing,SFI,0.28150435071547114,0.0562116104996219,0.539654036413796,0.13333333333333333,0.712874240448273,0.02715783825971698,4.508,1.0,5,5,0.023579119451841612,0.023579119451841612,named_agents|opportunistic|reputation_management|future_rounds,R5 Î”=-1.125; R10 Î”=0.094,1
11,developing,SFI,0.2774437771188479,0.12451379761012804,0.5500527833398985,0.3333333333333333,0.07101120459852482,0.5323653318781707,3.9626666666666663,1.0,9,9,-0.19258166604676805,-0.19258166604676805,named_agents|opportunistic|conformity|conditional_cooperation,R5 Î”=0.134; R10 Î”=-0.235,1
12,developing,SFI,0.37518339496510394,0.24468838324284065,0.45074439395729626,0.3,0.6851796474772183,0.13685388960497835,3.9519999999999995,1.0,11,8,0.03046311885375648,-0.09856487930272417,named_agents|opportunistic|conformity,R5 Î”=-0.278; R10 Î”=-0.044,1
13,developing,SFI,0.564242348371476,0.25865678857307084,0.7624276193139945,0.1,1.329157447538115,0.37543069221725156,5.050666666666666,1.0,4,3,0.3413337780274614,0.16313286614254308,opportunistic|named_agents|future_rounds|conditional_cooperation,R5 Î”=-0.929; R10 Î”=-0.300,1
14,developed,SI,0.33803137525892046,0.19533784806904902,0.5179792112023381,0.1,0.431170842717344,0.43016345907112963,4.642666666666667,1.0,4,3,0.11110359098323264,0.06521895197277036,opportunistic|future_rounds|conformity|named_agents,R5 Î”=-0.274; R10 Î”=0.006,0
15,developing,SFI,0.32539201806510387,0.21888765573915345,0.5736627648310831,0.26666666666666666,0.31536112622469514,0.22473456335457362,4.229333333333334,1.0,8,8,0.03380456093488764,0.03380456093488764,opportunistic|named_agents|conformity|future_rounds,R5 Î”=0.027; R10 Î”=1.315,0
16,developing,SFI,0.4031281050356429,0.18396839833160805,0.5439352118403997,0.3333333333333333,0.000204392452195525,0.3117599597320362,3.854666666666667,1.0,12,7,0.11090744583274192,0.20740953331690917,named_agents|opportunistic|conformity,R5 Î”=1.014; R10 Î”=0.766,1
17,developing,SFI,0.3569310654080591,0.2015530885387451,0.5347370872620639,0.06666666666666667,0.2576126013628488,0.3597278171127038,5.210666666666667,1.0,2,1,-0.012923928629554604,0.040508897597078805,named_agents|opportunistic|future_rounds|conformity,R5 Î”=-0.064; R10 Î”=1.221,0
18,developed,SI,0.31168562784124876,0.1826123668061444,0.6272095130104243,0.06666666666666667,0.5228215033487253,0.3769919163737802,4.904,1.0,2,1,-0.0906564196044142,-0.0464828485345692,opportunistic|future_rounds|fairness|named_agents,R5 Î”=-0.243; R10 Î”=0.003,0
19,developed,SI,0.1689455676260504,0.0493089010343086,0.2715340512915274,0.23333333333333334,0.42314190768697296,0.04531610031291243,4.293333333333334,1.0,7,6,-0.008393097101832364,-0.20238322750324939,opportunistic|named_agents|fairness|future_rounds,R5 Î”=-0.683; R10 Î”=0.284,1
20,developed,SI,0.3088673880520011,0.21917611750058655,0.32750691871763515,0.06666666666666667,0.15006896203210857,0.09159502796584933,4.809333333333333,1.0,2,1,0.0589785565091609,0.0042737663397607005,opportunistic|future_rounds|named_agents|conformity,R5 Î”=0.047; R10 Î”=-0.103,0
21,developed,SI,0.2773175937378111,0.08448071301441565,0.6318370714457676,0.13333333333333333,0.3536956411681261,0.3382029094299701,4.474666666666667,1.0,5,2,1.624317932651768,0.4985369934709592,opportunistic|fairness|conformity|future_rounds,R5 Î”=-0.050; R10 Î”=-0.308,0
22,developed,SI,0.18363791155909015,0.051953099012898254,0.2716988926481136,0.2,0.07721321461808722,0.04989359333402405,4.589333333333333,1.0,7,3,0.1467585843858323,0.15370307382842838,opportunistic|conformity|fairness|future_rounds,R5 Î”=0.637; R10 Î”=-0.234,0
23,developing,SFI,0.38445523047373575,0.2369997451591047,0.6330322478478287,0.13333333333333333,0.14110005053544034,0.3602956812594365,4.842666666666668,1.0,5,4,-0.11419456566223152,-0.0970501748059597,named_agents|conformity|future_rounds,R5 Î”=0.040; R10 Î”=-0.190,1
24,developed,SI,0.3718810687333992,0.294980899151421,0.40734491187276706,0.06666666666666667,0.5676115167851455,0.3583832679422132,4.843999999999999,1.0,5,2,-0.04983053494414391,-0.656499986742041,opportunistic|future_rounds|conformity|named_agents,R5 Î”=0.052; R10 Î”=-0.277,1
25,developed,SI,0.4163063901094826,0.20084322723768985,0.6374596172203246,0.13333333333333333,0.7517144095260513,0.33915362942835403,4.468,1.0,5,4,0.6223996976913583,0.43270487030756954,opportunistic|named_agents|fairness|future_rounds,R5 Î”=-0.553; R10 Î”=-0.337,1
